GO_Term,AUROC,From_Level,AUROC_difference,Ones,Zeros,Size,TL,Balance,Ontology,Frozen,LR,Data,Time
GO:0016788,0.7459,3,-0.1209,1408,1389,2797,1,0.9932,mf,0,0.0001,Trunc,12.4712
GO:0016772,0.8407,3,0.0832,1981,1943,3924,1,0.9903,mf,0,0.0001,Trunc,11.5165
GO:0019899,0.6779,3,-0.1404,1745,1700,3445,1,0.9869,mf,0,0.0001,Trunc,13.992
GO:0043169,0.6531,3,-0.1868,1214,1196,2410,1,0.9925,mf,0,0.0001,Trunc,19.1653
GO:0043168,0.68,3,-0.1892,1274,1276,2550,1,0.9992,mf,0,0.0001,Trunc,6.8813
GO:1901265,0.6326,3,-0.0888,1184,1179,2363,1,0.9979,mf,0,0.0001,Trunc,8.2225
GO:1901363,0.7216,3,0.0644,300,304,604,1,0.9934,mf,0,0.0001,Trunc,2.4471
GO:0042578,0.8602,3,0.1584,686,694,1380,1,0.9942,mf,0,0.0001,Trunc,6.1846
GO:0016773,0.9081,3,0.1208,527,529,1056,1,0.9981,mf,0,0.0001,Trunc,3.3857
GO:0016301,0.9032,3,0.2306,396,410,806,1,0.9826,mf,0,0.0001,Trunc,3.5075
GO:0019900,0.6638,3,-0.1795,628,621,1249,1,0.9944,mf,0,0.0001,Trunc,8.4192
GO:0046872,0.6658,3,-0.2168,83,86,169,1,0.9822,mf,0,0.0001,Trunc,2.0121
GO:0035639,0.7684,3,0.1317,611,607,1218,1,0.9967,mf,0,0.0001,Trunc,6.3929
GO:0000166,0.7012,3,0.0056,36,39,75,1,0.96,mf,0,0.0001,Trunc,0.7991
GO:0016791,0.8125,3,0.1203,175,179,354,1,0.9887,mf,0,0.0001,Trunc,3.7775
GO:0004672,0.9564,3,0.2336,113,112,225,1,0.9956,mf,0,0.0001,Trunc,1.4044
GO:0019901,0.6316,3,-0.0998,67,66,133,1,0.9925,mf,0,0.0001,Trunc,1.1865
GO:0046914,0.6703,3,-0.2509,32,38,70,1,0.9143,mf,0,0.0001,Trunc,0.7522
GO:0032553,0.7524,3,-0.1694,254,262,516,1,0.9845,mf,0,0.0001,Trunc,2.22
GO:0004721,0.8751,3,0.3054,81,84,165,1,0.9818,mf,0,0.0001,Trunc,1.0343
GO:0004674,0.9578,3,0.2617,47,48,95,1,0.9895,mf,0,0.0001,Trunc,0.7916
GO:1990782,0.6799,3,-0.1222,9,9,18,1,1,mf,0,0.0001,Trunc,0.887
GO:0008270,0.6492,3,-0.064,17,17,34,1,1,mf,0,0.0001,Trunc,0.719
GO:0032555,0.7641,3,-0.1733,15,13,28,1,0.9286,mf,0,0.0001,Trunc,0.6476
GO:0042578,0.886,4,0.0192,686,694,1380,1,0.9942,mf,0,0.0001,Trunc,3.6335
GO:0016773,0.9372,4,0.1797,527,529,1056,1,0.9981,mf,0,0.0001,Trunc,2.7662
GO:0016301,0.9192,4,0.1009,396,410,806,1,0.9826,mf,0,0.0001,Trunc,2.4964
GO:0019900,0.6416,4,-0.1983,628,621,1249,1,0.9944,mf,0,0.0001,Trunc,5.2716
GO:0046872,0.6948,4,-0.1744,108,106,214,1,0.9907,mf,0,0.0001,Trunc,1.6502
GO:0035639,0.7626,4,0.1054,492,480,972,1,0.9877,mf,0,0.0001,Trunc,2.7848
GO:0016791,0.8504,4,0.1486,175,179,354,1,0.9887,mf,0,0.0001,Trunc,3.2613
GO:0004672,0.9652,4,0.1779,120,114,234,1,0.9744,mf,0,0.0001,Trunc,1.3842
GO:0019901,0.6569,4,-0.0157,67,66,133,1,0.9925,mf,0,0.0001,Trunc,0.9042
GO:0046914,0.6812,4,-0.1621,52,50,102,1,0.9804,mf,0,0.0001,Trunc,0.7977
GO:0032553,0.6928,4,-0.1898,331,333,664,1,0.997,mf,0,0.0001,Trunc,2.3648
GO:0017076,0.7637,4,0.127,179,181,360,1,0.9944,mf,0,0.0001,Trunc,1.5204
GO:0004721,0.8994,4,0.2038,87,84,171,1,0.9825,mf,0,0.0001,Trunc,0.96
GO:0004674,0.9792,4,0.287,37,42,79,1,0.9367,mf,0,0.0001,Trunc,0.7606
GO:1990782,0.7598,4,0.037,9,9,18,1,1,mf,0,0.0001,Trunc,0.6081
GO:0008270,0.6918,4,-0.0396,23,23,46,1,1,mf,0,0.0001,Trunc,0.7205
GO:0032555,0.7337,4,-0.1875,39,42,81,1,0.963,mf,0,0.0001,Trunc,0.9565
GO:0030554,0.7549,4,-0.1669,44,42,86,1,0.9767,mf,0,0.0001,Trunc,0.8269
GO:0016791,0.8835,5,0.0167,175,179,354,1,0.9887,mf,0,0.0001,Trunc,1.952
GO:0004672,0.9674,5,0.2099,312,318,630,1,0.9905,mf,0,0.0001,Trunc,2.3369
GO:0019901,0.5378,5,-0.2805,67,66,133,1,0.9925,mf,0,0.0001,Trunc,2.2216
GO:0046914,0.5708,5,-0.2691,656,650,1306,1,0.9954,mf,0,0.0001,Trunc,5.3836
GO:0032553,0.7368,5,-0.1324,331,333,664,1,0.997,mf,0,0.0001,Trunc,2.111
GO:0017076,0.7395,5,0.0181,179,181,360,1,0.9944,mf,0,0.0001,Trunc,1.7056
GO:0004721,0.9271,5,0.2699,86,88,174,1,0.9885,mf,0,0.0001,Trunc,1.0233
GO:0004674,0.9704,5,0.2686,123,120,243,1,0.9877,mf,0,0.0001,Trunc,1.1011
GO:0008270,0.6582,5,-0.0144,313,306,619,1,0.9887,mf,0,0.0001,Trunc,4.446
GO:0032555,0.7028,5,-0.1405,30,29,59,1,0.9831,mf,0,0.0001,Trunc,0.8041
GO:0030554,0.6775,5,-0.2051,47,53,100,1,0.94,mf,0,0.0001,Trunc,1.2493
GO:0004721,0.9227,6,0.0559,245,257,502,1,0.9761,mf,0,0.0001,Trunc,2.0609
GO:0004674,0.9726,6,0.2151,447,442,889,1,0.9944,mf,0,0.0001,Trunc,3.036
GO:1990782,0.6337,6,-0.1846,58,57,115,1,0.9913,mf,0,0.0001,Trunc,1.0682
GO:0008270,0.6414,6,-0.1985,369,376,745,1,0.9906,mf,0,0.0001,Trunc,4.316
GO:0032555,0.7974,6,-0.0718,49,55,104,1,0.9423,mf,0,0.0001,Trunc,1.0706
GO:0030554,0.7173,6,-0.0041,238,235,473,1,0.9937,mf,0,0.0001,Trunc,2.3997
GO:0016787,0.674,2,-0.1946,3501,3481,6982,1,0.9971,mf,0,1.00E-05,Trunc,56.1657
GO:0016740,0.6963,2,-0.015,4404,4385,8789,1,0.9978,mf,0,1.00E-05,Trunc,36.4048
GO:0140096,0.7654,2,-0.0334,3256,3222,6478,1,0.9948,mf,0,1.00E-05,Trunc,108.5863
GO:0005515,0.5269,2,-0.3118,1607,1580,3187,1,0.9915,mf,0,1.00E-05,Trunc,19.4243
GO:0043167,0.6142,2,-0.2237,2462,2462,4924,1,1,mf,0,1.00E-05,Trunc,37.2865
GO:0097367,0.6167,2,-0.1031,1042,1053,2095,1,0.9947,mf,0,1.00E-05,Trunc,21.674
GO:0097159,0.706,2,0.0448,5207,5213,10420,1,0.9994,mf,0,1.00E-05,Trunc,74.4905
GO:0036094,0.6252,2,-0.0515,1493,1469,2962,1,0.9919,mf,0,1.00E-05,Trunc,25.0978
GO:0016788,0.65,2,-0.0468,1384,1350,2734,1,0.9876,mf,0,1.00E-05,Trunc,47.483
GO:0016772,0.8014,2,0.0896,1884,1869,3753,1,0.996,mf,0,1.00E-05,Trunc,50.9597
GO:0019899,0.5549,2,-0.2348,455,450,905,1,0.9945,mf,0,1.00E-05,Trunc,3.393
GO:0043169,0.607,2,-0.2393,1110,1107,2217,1,0.9986,mf,0,1.00E-05,Trunc,38.8049
GO:0043168,0.638,2,-0.0567,1128,1104,2232,1,0.9892,mf,0,1.00E-05,Trunc,23.594
GO:1901265,0.6375,2,-0.0236,1096,1080,2176,1,0.9926,mf,0,1.00E-05,Trunc,17.2933
GO:1901363,0.6471,2,-0.0665,282,285,567,1,0.9947,mf,0,1.00E-05,Trunc,1.7218
GO:0042578,0.7028,2,-0.0713,666,673,1339,1,0.9948,mf,0,1.00E-05,Trunc,3.7438
GO:0016773,0.8719,2,0.1793,476,474,950,1,0.9979,mf,0,1.00E-05,Trunc,2.5076
GO:0016301,0.8554,2,0.0067,356,356,712,1,1,mf,0,1.00E-05,Trunc,2.0243
GO:0019900,0.6204,2,-0.3071,181,182,363,1,0.9972,mf,0,1.00E-05,Trunc,1.3335
GO:0046872,0.6149,2,-0.3069,71,71,142,1,1,mf,0,1.00E-05,Trunc,0.8698
GO:0035639,0.6221,2,-0.0451,412,417,829,1,0.994,mf,0,1.00E-05,Trunc,2.255
GO:0000166,0.5476,2,-0.1355,30,31,61,1,0.9836,mf,0,1.00E-05,Trunc,2.3738
GO:0016791,0.6728,2,-0.0198,160,162,322,1,0.9938,mf,0,1.00E-05,Trunc,1.2956
GO:0004672,0.9131,2,0.1616,1104,1101,2205,1,0.9986,mf,0,1.00E-05,Trunc,20.9154
GO:0019901,0.6267,2,-0.2474,18,19,37,1,0.973,mf,0,1.00E-05,Trunc,0.8254
GO:0046914,0.6389,2,-0.307,29,28,57,1,0.9825,mf,0,1.00E-05,Trunc,0.7071
GO:0032553,0.6551,2,-0.0899,237,245,482,1,0.9834,mf,0,1.00E-05,Trunc,1.9421
GO:0004721,0.7738,2,0.0295,75,79,154,1,0.974,mf,0,1.00E-05,Trunc,1.2421
GO:0004674,0.9619,2,0.2878,422,420,842,1,0.9976,mf,0,1.00E-05,Trunc,2.2923
GO:0016788,0.6634,3,-0.2052,1384,1350,2734,1,0.9876,mf,0,1.00E-05,Trunc,26.0668
GO:0016772,0.8487,3,0.1374,1884,1869,3753,1,0.996,mf,0,1.00E-05,Trunc,8.2789
GO:0019899,0.7184,3,-0.0804,1793,1753,3546,1,0.9887,mf,0,1.00E-05,Trunc,8.0054
GO:0043169,0.6235,3,-0.2152,1110,1107,2217,1,0.9986,mf,0,1.00E-05,Trunc,12.6276
GO:0043168,0.6966,3,-0.1413,1128,1104,2232,1,0.9892,mf,0,1.00E-05,Trunc,5.2516
GO:1901265,0.5774,3,-0.1424,1096,1080,2176,1,0.9926,mf,0,1.00E-05,Trunc,12.78
GO:1901363,0.7084,3,0.0472,282,285,567,1,0.9947,mf,0,1.00E-05,Trunc,1.9172
GO:0042578,0.7615,3,0.0848,666,673,1339,1,0.9948,mf,0,1.00E-05,Trunc,3.2911
GO:0016773,0.8806,3,0.1838,476,474,950,1,0.9979,mf,0,1.00E-05,Trunc,2.5098
GO:0016301,0.8695,3,0.1577,356,356,712,1,1,mf,0,1.00E-05,Trunc,3.0245
GO:0019900,0.7204,3,-0.0693,657,648,1305,1,0.9931,mf,0,1.00E-05,Trunc,5.0367
GO:0046872,0.6262,3,-0.2201,73,76,149,1,0.9799,mf,0,1.00E-05,Trunc,0.9036
GO:0035639,0.6488,3,-0.0459,412,417,829,1,0.994,mf,0,1.00E-05,Trunc,15.4618
GO:0000166,0.7066,3,0.0455,23,22,45,1,0.9778,mf,0,1.00E-05,Trunc,0.6725
GO:0016791,0.6963,3,-0.0173,162,162,324,1,1,mf,0,1.00E-05,Trunc,1.2675
GO:0004672,0.8992,3,0.1251,111,110,221,1,0.9955,mf,0,1.00E-05,Trunc,1.0294
GO:0019901,0.7158,3,0.0232,74,73,147,1,0.9932,mf,0,1.00E-05,Trunc,0.9042
GO:0046914,0.6363,3,-0.2124,31,35,66,1,0.9394,mf,0,1.00E-05,Trunc,0.7363
GO:0004721,0.7436,3,0.0764,277,266,543,1,0.9797,mf,0,1.00E-05,Trunc,1.8123
GO:0004674,0.9547,3,0.2716,32,38,70,1,0.9143,mf,0,1.00E-05,Trunc,0.7343
GO:0008270,0.6371,3,-0.1144,17,15,32,1,0.9375,mf,0,1.00E-05,Trunc,0.6097
GO:0042578,0.865,4,-0.0036,666,673,1339,1,0.9948,mf,0,1.00E-05,Trunc,3.4898
GO:0016773,0.9075,4,0.1962,476,474,950,1,0.9979,mf,0,1.00E-05,Trunc,2.6817
GO:0016301,0.9029,4,0.1041,356,356,712,1,1,mf,0,1.00E-05,Trunc,2.2083
GO:0019900,0.6854,4,-0.1533,657,648,1305,1,0.9931,mf,0,1.00E-05,Trunc,7.5495
GO:0046872,0.6523,4,-0.1856,94,96,190,1,0.9895,mf,0,1.00E-05,Trunc,1.1704
GO:0000166,0.6875,4,-0.0323,109,110,219,1,0.9954,mf,0,1.00E-05,Trunc,1.1689
GO:0035639,0.6942,4,0.033,680,666,1346,1,0.9896,mf,0,1.00E-05,Trunc,3.4883
GO:0016791,0.8627,4,0.186,160,165,325,1,0.9846,mf,0,1.00E-05,Trunc,1.2528
GO:0004672,0.9162,4,0.2194,108,106,214,1,0.9907,mf,0,1.00E-05,Trunc,1.0114
GO:0019901,0.6679,4,-0.0439,74,73,147,1,0.9932,mf,0,1.00E-05,Trunc,0.9165
GO:0046914,0.6297,4,-0.16,37,40,77,1,0.961,mf,0,1.00E-05,Trunc,0.7437
GO:0032553,0.6841,4,-0.1622,27,27,54,1,1,mf,0,1.00E-05,Trunc,0.699
GO:0017076,0.6972,4,0.0025,10,11,21,1,0.9524,mf,0,1.00E-05,Trunc,0.6291
GO:0004721,0.841,4,0.1799,76,75,151,1,0.9934,mf,0,1.00E-05,Trunc,1.1172
GO:0004674,0.9586,4,0.245,39,42,81,1,0.963,mf,0,1.00E-05,Trunc,0.9376
GO:0008270,0.6129,4,-0.0797,17,19,36,1,0.9444,mf,0,1.00E-05,Trunc,0.6573
GO:0016791,0.8624,5,-0.0062,167,173,340,1,0.9824,mf,0,1.00E-05,Trunc,1.4954
GO:0004672,0.9356,5,0.2243,420,415,835,1,0.994,mf,0,1.00E-05,Trunc,2.7621
GO:0019901,0.6202,5,-0.1786,74,73,147,1,0.9932,mf,0,1.00E-05,Trunc,1.0822
GO:0046914,0.6315,5,-0.2072,560,563,1123,1,0.9973,mf,0,1.00E-05,Trunc,3.0189
GO:0032553,0.7541,5,-0.0838,278,285,563,1,0.9876,mf,0,1.00E-05,Trunc,1.9504
GO:0017076,0.7784,5,0.0586,147,146,293,1,0.9966,mf,0,1.00E-05,Trunc,1.3483
GO:0004721,0.8578,5,0.1966,78,78,156,1,1,mf,0,1.00E-05,Trunc,0.91
GO:0004674,0.9696,5,0.2929,150,157,307,1,0.9772,mf,0,1.00E-05,Trunc,1.2051
GO:0008270,0.6191,5,-0.0927,270,261,531,1,0.9831,mf,0,1.00E-05,Trunc,1.6801
GO:0032555,0.7475,5,-0.0422,23,23,46,1,1,mf,0,1.00E-05,Trunc,0.8162
GO:0030554,0.7798,5,-0.0665,33,40,73,1,0.9041,mf,0,1.00E-05,Trunc,0.8453
GO:0004721,0.8544,6,-0.0142,257,254,511,1,0.9941,mf,0,1.00E-05,Trunc,2.3407
GO:0004674,0.9697,6,0.2584,422,420,842,1,0.9976,mf,0,1.00E-05,Trunc,2.7203
GO:1990782,0.7545,6,-0.0443,60,57,117,1,0.9744,mf,0,1.00E-05,Trunc,1.0634
GO:0008270,0.7125,6,-0.1262,336,331,667,1,0.9925,mf,0,1.00E-05,Trunc,2.1033
GO:0032555,0.7741,6,-0.0638,34,34,68,1,1,mf,0,1.00E-05,Trunc,0.9464
GO:0030554,0.7555,6,0.0357,237,234,471,1,0.9936,mf,0,1.00E-05,Trunc,2.8866
GO:0016787,0.7513,2,-0.1342,3609,3621,7230,1,0.9983,mf,0,1.00E-05,Trunc,124.3787
GO:0016740,0.7611,2,0.0496,4539,4491,9030,1,0.9947,mf,0,1.00E-05,Trunc,19.0299
GO:0140096,0.7512,2,0.0877,3324,3298,6622,1,0.9961,mf,0,1.00E-05,Trunc,16.3189
GO:0005515,0.4859,2,-0.3086,1600,1559,3159,1,0.987,mf,0,1.00E-05,Trunc,10.6
GO:0043167,0.5724,2,-0.2803,2573,2544,5117,1,0.9943,mf,0,1.00E-05,Trunc,14.581
GO:0097367,0.5773,2,-0.1098,1047,1039,2086,1,0.9962,mf,0,1.00E-05,Trunc,12.229
GO:0097159,0.713,2,0.0393,5082,5050,10132,1,0.9968,mf,0,1.00E-05,Trunc,52.6227
GO:0036094,0.5659,2,-0.0961,1535,1496,3031,1,0.9871,mf,0,1.00E-05,Trunc,12.0708
GO:0016788,0.6264,2,-0.095,1408,1389,2797,1,0.9932,mf,0,1.00E-05,Trunc,7.1633
GO:0016772,0.7654,2,0.0651,1882,1874,3756,1,0.9979,mf,0,1.00E-05,Trunc,9.7111
GO:0019899,0.5023,2,-0.3341,427,431,858,1,0.9953,mf,0,1.00E-05,Trunc,2.305
GO:0043169,0.5853,2,-0.2872,1110,1107,2217,1,0.9986,mf,0,1.00E-05,Trunc,5.0841
GO:0043168,0.5618,2,-0.0681,1208,1204,2412,1,0.9983,mf,0,1.00E-05,Trunc,16.3321
GO:1901265,0.553,2,-0.1269,1123,1114,2237,1,0.996,mf,0,1.00E-05,Trunc,11.4611
GO:1901363,0.5699,2,-0.0569,278,280,558,1,0.9964,mf,0,1.00E-05,Trunc,1.7095
GO:0042578,0.7168,2,-0.0104,663,656,1319,1,0.9947,mf,0,1.00E-05,Trunc,3.2544
GO:0016773,0.7947,2,0.0685,488,500,988,1,0.9879,mf,0,1.00E-05,Trunc,2.5756
GO:0016301,0.7752,2,-0.1094,377,370,747,1,0.9906,mf,0,1.00E-05,Trunc,2.096
GO:0019900,0.5362,2,-0.3862,169,162,331,1,0.9789,mf,0,1.00E-05,Trunc,1.2701
GO:0046872,0.6042,2,-0.2839,49,55,104,1,0.9423,mf,0,1.00E-05,Trunc,0.8027
GO:0035639,0.5976,2,-0.0856,581,558,1139,1,0.9798,mf,0,1.00E-05,Trunc,8.1226
GO:0000166,0.561,2,-0.1343,24,24,48,1,1,mf,0,1.00E-05,Trunc,2.2119
GO:0016791,0.7961,2,-0.0195,162,165,327,1,0.9908,mf,0,1.00E-05,Trunc,7.127
GO:0004672,0.8145,2,0.0672,114,114,228,1,1,mf,0,1.00E-05,Trunc,1.3567
GO:0019901,0.5669,2,-0.3719,17,15,32,1,0.9375,mf,0,1.00E-05,Trunc,1.2188
GO:0046914,0.6026,2,-0.3369,23,23,46,1,1,mf,0,1.00E-05,Trunc,0.6901
GO:0032553,0.5765,2,-0.0988,251,254,505,1,0.9941,mf,0,1.00E-05,Trunc,1.6009
GO:0004721,0.8775,2,0.1428,68,68,136,1,1,mf,0,1.00E-05,Trunc,1.5253
GO:0004674,0.8689,2,0.0948,44,42,86,1,0.9767,mf,0,1.00E-05,Trunc,0.7621
GO:0008270,0.5936,2,-0.3636,9,9,18,1,1,mf,0,1.00E-05,Trunc,0.6041
GO:0016788,0.4861,3,-0.3994,1408,1389,2797,1,0.9932,mf,0,1.00E-05,Trunc,21.1266
GO:0016772,0.81,3,0.0985,1882,1874,3756,1,0.9979,mf,0,1.00E-05,Trunc,27.6805
GO:0019899,0.6657,3,0.0022,1755,1735,3490,1,0.9943,mf,0,1.00E-05,Trunc,7.8468
GO:0043169,0.6183,3,-0.1762,1110,1107,2217,1,0.9986,mf,0,1.00E-05,Trunc,14.4533
GO:0043168,0.7001,3,-0.1526,1208,1204,2412,1,0.9983,mf,0,1.00E-05,Trunc,5.5883
GO:1901265,0.635,3,-0.0521,1123,1114,2237,1,0.996,mf,0,1.00E-05,Trunc,30.8937
GO:1901363,0.7193,3,0.0456,278,280,558,1,0.9964,mf,0,1.00E-05,Trunc,1.8914
GO:0042578,0.5494,3,-0.1126,663,656,1319,1,0.9947,mf,0,1.00E-05,Trunc,3.7892
GO:0016773,0.8778,3,0.1564,488,500,988,1,0.9879,mf,0,1.00E-05,Trunc,2.5727
GO:0016301,0.8695,3,0.1692,377,370,747,1,0.9906,mf,0,1.00E-05,Trunc,5.6204
GO:0019900,0.677,3,-0.1594,630,624,1254,1,0.9952,mf,0,1.00E-05,Trunc,6.6776
GO:0046872,0.6539,3,-0.2186,50,52,102,1,0.9804,mf,0,1.00E-05,Trunc,0.7916
GO:0035639,0.6559,3,0.026,469,467,936,1,0.9979,mf,0,1.00E-05,Trunc,8.9723
GO:0000166,0.6366,3,-0.0433,1111,1126,2237,1,0.9933,mf,0,1.00E-05,Trunc,5.1307
GO:0016791,0.4983,3,-0.1285,162,165,327,1,0.9908,mf,0,1.00E-05,Trunc,3.1743
GO:0004672,0.9359,3,0.2087,1061,1084,2145,1,0.9893,mf,0,1.00E-05,Trunc,5.1261
GO:0019901,0.6729,3,-0.0533,68,68,136,1,1,mf,0,1.00E-05,Trunc,0.8733
GO:0046914,0.6409,3,-0.2437,26,24,50,1,0.96,mf,0,1.00E-05,Trunc,0.6712
GO:0032553,0.6317,3,-0.2907,321,336,657,1,0.9772,mf,0,1.00E-05,Trunc,2.1523
GO:0017076,0.6321,3,-0.256,178,180,358,1,0.9944,mf,0,1.00E-05,Trunc,1.3378
GO:0004721,0.465,3,-0.2182,80,80,160,1,1,mf,0,1.00E-05,Trunc,0.8415
GO:0004674,0.9433,3,0.248,416,410,826,1,0.9927,mf,0,1.00E-05,Trunc,2.7958
GO:0008270,0.6257,3,-0.1216,9,9,18,1,1,mf,0,1.00E-05,Trunc,0.6181
GO:0032555,0.6313,3,-0.3075,39,42,81,1,0.963,mf,0,1.00E-05,Trunc,0.7704
GO:0030554,0.6655,3,-0.274,37,42,79,1,0.9367,mf,0,1.00E-05,Trunc,2.2652
GO:0042578,0.8688,4,-0.0167,663,656,1319,1,0.9947,mf,0,1.00E-05,Trunc,3.4297
GO:0016773,0.9311,4,0.2196,488,500,988,1,0.9879,mf,0,1.00E-05,Trunc,2.8454
GO:0016301,0.9221,4,0.2586,377,370,747,1,0.9906,mf,0,1.00E-05,Trunc,2.2768
GO:0019900,0.6816,4,-0.1129,630,624,1254,1,0.9952,mf,0,1.00E-05,Trunc,6.4678
GO:0046872,0.6913,4,-0.1614,65,64,129,1,0.9922,mf,0,1.00E-05,Trunc,1.6455
GO:0000166,0.7163,4,0.0292,120,115,235,1,0.9787,mf,0,1.00E-05,Trunc,1.2909
GO:0035639,0.7768,4,0.1031,648,653,1301,1,0.9962,mf,0,1.00E-05,Trunc,3.3533
GO:0016791,0.8838,4,0.2218,162,165,327,1,0.9908,mf,0,1.00E-05,Trunc,1.777
GO:0004672,0.9499,4,0.2285,105,105,210,1,1,mf,0,1.00E-05,Trunc,1.4594
GO:0019901,0.7022,4,0.0019,68,68,136,1,1,mf,0,1.00E-05,Trunc,1.1658
GO:0046914,0.6688,4,-0.1676,27,27,54,1,1,mf,0,1.00E-05,Trunc,0.6838
GO:0032553,0.7466,4,-0.1259,34,34,68,1,1,mf,0,1.00E-05,Trunc,0.7957
GO:0017076,0.7443,4,0.1144,17,17,34,1,1,mf,0,1.00E-05,Trunc,0.8007
GO:0004721,0.9237,4,0.2438,79,79,158,1,1,mf,0,1.00E-05,Trunc,0.9191
GO:0004674,0.9595,4,0.3327,50,49,99,1,0.9899,mf,0,1.00E-05,Trunc,1.1321
GO:0008270,0.6476,4,-0.0786,12,13,25,1,0.96,mf,0,1.00E-05,Trunc,0.62
GO:0016791,0.919,5,0.0335,162,165,327,1,0.9908,mf,0,1.00E-05,Trunc,1.4772
GO:0004672,0.9422,5,0.2307,310,312,622,1,0.9968,mf,0,1.00E-05,Trunc,2.5221
GO:0019901,0.6684,5,0.0049,68,68,136,1,1,mf,0,1.00E-05,Trunc,1.1434
GO:0046914,0.5127,5,-0.2818,640,643,1283,1,0.9977,mf,0,1.00E-05,Trunc,23.293
GO:0032553,0.7615,5,-0.0912,321,336,657,1,0.9772,mf,0,1.00E-05,Trunc,2.0976
GO:0017076,0.7685,5,0.0814,178,180,358,1,0.9944,mf,0,1.00E-05,Trunc,1.4764
GO:0004721,0.9305,5,0.2568,73,74,147,1,0.9932,mf,0,1.00E-05,Trunc,0.9661
GO:0004674,0.9537,5,0.2917,115,115,230,1,1,mf,0,1.00E-05,Trunc,1.2657
GO:1990782,0.6331,5,-0.0883,9,9,18,1,1,mf,0,1.00E-05,Trunc,0.6094
GO:0008270,0.533,5,-0.1673,321,314,635,1,0.989,mf,0,1.00E-05,Trunc,2.5986
GO:0032555,0.78,5,-0.0564,33,39,72,1,0.9167,mf,0,1.00E-05,Trunc,0.7346
GO:0030554,0.7241,5,-0.1484,44,44,88,1,1,mf,0,1.00E-05,Trunc,0.7893
GO:0004721,0.9724,6,0.0869,229,230,459,1,0.9978,mf,0,1.00E-05,Trunc,2.1616
GO:0004674,0.9572,6,0.2457,416,410,826,1,0.9927,mf,0,1.00E-05,Trunc,2.7559
GO:1990782,0.689,6,0.0255,57,54,111,1,0.973,mf,0,1.00E-05,Trunc,1.0006
GO:0008270,0.6645,6,-0.13,374,367,741,1,0.9906,mf,0,1.00E-05,Trunc,2.7338
GO:0032555,0.7914,6,-0.0613,196,196,392,1,1,mf,0,1.00E-05,Trunc,1.5526
GO:0030554,0.7347,6,0.0476,211,217,428,1,0.986,mf,0,1.00E-05,Trunc,1.9096
GO:0016787,0.6376,2,-0.2296,3589,3578,7167,1,0.9985,mf,0,1.00E-05,Trunc,44.4546
GO:0016740,0.6802,2,-0.0379,4466,4451,8917,1,0.9983,mf,0,1.00E-05,Trunc,34.9608
GO:0140096,0.7429,2,-0.0378,3290,3267,6557,1,0.9965,mf,0,1.00E-05,Trunc,25.0892
GO:0005515,0.5765,2,-0.0968,1654,1618,3272,1,0.989,mf,0,1.00E-05,Trunc,17.5471
GO:0043167,0.5719,2,-0.2792,2585,2579,5164,1,0.9988,mf,0,1.00E-05,Trunc,12.9838
GO:0097367,0.5872,2,-0.1133,1062,1074,2136,1,0.9944,mf,0,1.00E-05,Trunc,8.2275
GO:0097159,0.6939,2,-0.0122,5033,5036,10069,1,0.9997,mf,0,1.00E-05,Trunc,24.4283
GO:0036094,0.6014,2,-0.1289,1559,1508,3067,1,0.9834,mf,0,1.00E-05,Trunc,10.2271
GO:0016788,0.5917,2,-0.1799,1357,1337,2694,1,0.9926,mf,0,1.00E-05,Trunc,46.8523
GO:0016772,0.8352,2,0.0648,1919,1884,3803,1,0.9908,mf,0,1.00E-05,Trunc,36.9316
GO:0019899,0.6,2,-0.2481,444,436,880,1,0.9909,mf,0,1.00E-05,Trunc,2.7608
GO:0043169,0.5918,2,-0.2801,1121,1112,2233,1,0.996,mf,0,1.00E-05,Trunc,5.1142
GO:0043168,0.5898,2,-0.0253,1196,1226,2422,1,0.9876,mf,0,1.00E-05,Trunc,5.6074
GO:1901265,0.5765,2,-0.1532,1132,1128,2260,1,0.9982,mf,0,1.00E-05,Trunc,6.6864
GO:1901363,0.6091,2,-0.1351,282,285,567,1,0.9947,mf,0,1.00E-05,Trunc,1.7354
GO:0042578,0.6618,2,-0.1382,663,656,1319,1,0.9947,mf,0,1.00E-05,Trunc,3.249
GO:0016773,0.8787,2,0.0807,509,524,1033,1,0.9855,mf,0,1.00E-05,Trunc,2.6724
GO:0016301,0.8805,2,-0.0245,377,382,759,1,0.9934,mf,0,1.00E-05,Trunc,4.3114
GO:0019900,0.546,2,-0.3686,179,168,347,1,0.9683,mf,0,1.00E-05,Trunc,6.5964
GO:0046872,0.5936,2,-0.3113,72,72,144,1,1,mf,0,1.00E-05,Trunc,0.8805
GO:0035639,0.5822,2,-0.0487,467,472,939,1,0.9947,mf,0,1.00E-05,Trunc,2.5976
GO:0000166,0.5814,2,-0.1263,1130,1130,2260,1,1,mf,0,1.00E-05,Trunc,5.1807
GO:0016791,0.6995,2,-0.0982,150,157,307,1,0.9772,mf,0,1.00E-05,Trunc,3.1877
GO:0004672,0.9142,2,0.1062,1072,1097,2169,1,0.9885,mf,0,1.00E-05,Trunc,11.8296
GO:0046914,0.5673,2,-0.3904,31,35,66,1,0.9394,mf,0,1.00E-05,Trunc,0.7373
GO:0032553,0.5997,2,-0.0619,247,260,507,1,0.9744,mf,0,1.00E-05,Trunc,1.5988
